Data-Science-Activity,value
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,4.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,40.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,40.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,35.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,45.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,1.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,8.0
Finding insights in the data and communicating with stakeholders,60.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,18.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,2.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,45.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,50.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,40.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,40.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,60.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,85.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,60.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,9.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,14.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,2.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,69.0
Finding insights in the data and communicating with stakeholders,28.0
Finding insights in the data and communicating with stakeholders,2.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,9.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,50.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,40.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,35.0
Finding insights in the data and communicating with stakeholders,1.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,6.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,100.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,40.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,3.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,2.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,40.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,40.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,7.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,40.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,1.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,3.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,2.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,60.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,25.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,30.0
Finding insights in the data and communicating with stakeholders,20.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,15.0
Finding insights in the data and communicating with stakeholders,60.0
Finding insights in the data and communicating with stakeholders,1.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,50.0
Finding insights in the data and communicating with stakeholders,10.0
Finding insights in the data and communicating with stakeholders,5.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,0.0
Finding insights in the data and communicating with stakeholders,10.0
