Data-Science-Activity,value
Model building/model selection,60.0
Model building/model selection,40.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,80.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,0.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,85.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,0.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,5.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,0.0
Model building/model selection,50.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,90.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,0.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,5.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,28.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,50.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,50.0
Model building/model selection,15.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,25.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,2.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,35.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,40.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,80.0
Model building/model selection,85.0
Model building/model selection,20.0
Model building/model selection,70.0
Model building/model selection,15.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,35.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,60.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,50.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,50.0
Model building/model selection,25.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,0.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,40.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,5.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,0.1
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,15.0
Model building/model selection,15.0
Model building/model selection,0.0
Model building/model selection,50.0
Model building/model selection,3.0
Model building/model selection,5.0
Model building/model selection,0.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,50.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,5.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,27.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,25.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,80.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,35.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,60.0
Model building/model selection,20.0
Model building/model selection,80.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,50.0
Model building/model selection,2.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,5.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,32.0
Model building/model selection,50.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,5.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,0.0
Model building/model selection,45.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,5.0
Model building/model selection,10.0
Model building/model selection,35.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,25.0
Model building/model selection,50.0
Model building/model selection,80.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,35.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,40.0
Model building/model selection,5.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,50.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,35.0
Model building/model selection,30.0
Model building/model selection,5.0
Model building/model selection,30.0
Model building/model selection,60.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,2.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,3.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,25.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,15.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,6.0
Model building/model selection,35.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,35.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,48.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,45.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,60.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,35.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,15.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,40.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,15.0
Model building/model selection,40.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,5.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,35.0
Model building/model selection,20.0
Model building/model selection,50.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,25.0
Model building/model selection,5.0
Model building/model selection,10.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,40.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,100.0
Model building/model selection,1.0
Model building/model selection,20.0
Model building/model selection,14.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,15.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,2.0
Model building/model selection,65.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,15.0
Model building/model selection,0.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,100.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,5.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,35.0
Model building/model selection,20.0
Model building/model selection,50.0
Model building/model selection,20.0
Model building/model selection,3.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,24.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,80.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,5.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,35.0
Model building/model selection,40.0
Model building/model selection,5.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,3.0
Model building/model selection,50.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,50.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,5.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,5.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,80.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,50.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,0.0
Model building/model selection,15.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,5.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,40.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,90.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,40.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,0.0
Model building/model selection,35.0
Model building/model selection,2.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,40.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,44.0
Model building/model selection,20.0
Model building/model selection,8.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,25.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,65.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,50.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,50.0
Model building/model selection,15.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,63.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,3.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,15.0
Model building/model selection,50.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,45.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,7.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,0.0
Model building/model selection,0.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,5.0
Model building/model selection,60.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,40.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,70.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,35.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,60.0
Model building/model selection,5.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,55.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,60.0
Model building/model selection,5.0
Model building/model selection,35.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,12.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,0.0
Model building/model selection,35.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,0.0
Model building/model selection,25.0
Model building/model selection,25.0
Model building/model selection,0.0
Model building/model selection,0.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,15.0
Model building/model selection,40.0
Model building/model selection,70.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,25.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,5.0
Model building/model selection,25.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,25.0
Model building/model selection,5.0
Model building/model selection,35.0
Model building/model selection,40.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,45.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,50.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,5.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,15.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,70.0
Model building/model selection,10.0
Model building/model selection,35.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,50.0
Model building/model selection,0.0
Model building/model selection,25.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,60.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,35.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,35.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,35.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,40.0
Model building/model selection,5.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,25.0
Model building/model selection,30.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,15.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,15.0
Model building/model selection,25.0
Model building/model selection,60.0
Model building/model selection,25.0
Model building/model selection,25.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,4.0
Model building/model selection,40.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,25.0
Model building/model selection,20.0
Model building/model selection,50.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,25.0
Model building/model selection,15.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,5.0
Model building/model selection,25.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,5.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,10.0
Model building/model selection,0.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,50.0
Model building/model selection,30.0
Model building/model selection,30.0
Model building/model selection,20.0
Model building/model selection,50.0
Model building/model selection,5.0
Model building/model selection,30.0
Model building/model selection,0.0
Model building/model selection,55.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,10.0
Model building/model selection,40.0
Model building/model selection,70.0
Model building/model selection,0.0
Model building/model selection,23.0
Model building/model selection,20.0
Model building/model selection,40.0
Model building/model selection,10.0
Model building/model selection,20.0
Model building/model selection,20.0
Model building/model selection,30.0
Model building/model selection,10.0
Model building/model selection,30.0
Model building/model selection,25.0
Model building/model selection,15.0
Model building/model selection,0.0
